supervisor_id,supervisor_name,paper_id,title,abstract,year
s18,Marta Betcke,HJ3z-24AAAAJ:0aBXIfxlw9sC,Mathematics of biomedical imaging today—a perspective,"Biomedical imaging is a fascinating, rich and dynamic research area, which has huge importance in biomedical research and clinical practice alike. The key technology behind the processing, and automated analysis and quantification of imaging data is mathematics. Starting with the optimisation of the image acquisition and the reconstruction of an image from indirect tomographic measurement data, all the way to the automated segmentation of tumours in medical images and the design of optimal treatment plans based on image biomarkers, mathematics appears in all of these in different flavours. Non-smooth optimisation in the context of sparsity-promoting image priors, partial differential equations for image registration and motion estimation, and deep neural networks for image segmentation, to name just a few. In this article, we present and review mathematical topics that arise within the whole biomedical …",2023,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:u5HHmVD_uO8C,Mutation of the RAD51C gene in a Fanconi anemia–like disorder,,2010,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:IjCSPb-OGe4C,POPS: a fast algorithm for solvent accessible surface areas at atomic and residue level,,2003,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:738O_yMBCRsC,AP1S3 mutations are associated with pustular psoriasis and impaired Toll-like receptor 3 trafficking,,2014,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:K3LRdlH-MEoC,Design and application of implicit solvent models in biomolecular simulations,,2014,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:TQgYirikUcIC,"B-RAF mutant alleles associated with Langerhans cell histiocytosis, a granulomatous pediatric disease",,2012,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:u-coK7KVo8oC,The need to implement FAIR principles in biomolecular simulations,"In the Big Data era, a change of paradigm in the use of molecular dynamics is required. Trajectories should be stored under FAIR (findable, accessible, interoperable and reusable) requirements to favor its reuse by the community under an open science paradigm.",2025,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:anf4URPfarAC,PDBe-KB: collaboratively defining the biological context of structural data,"The Protein Data Bank in Europe – Knowledge Base (PDBe-KB, https://pdbe-kb.org) is an open collaboration between world-leading specialist data resources contributing functional and biophysical annotations derived from or relevant to the Protein Data Bank (PDB). The goal of PDBe-KB is to place macromolecular structure data in their biological context by developing standardised data exchange formats and integrating functional annotations from the contributing partner resources into a knowledge graph that can provide valuable biological insights. Since we described PDBe-KB in 2019, there have been significant improvements in the variety of available annotation data sets and user functionality. Here, we provide an overview of the consortium, highlighting the addition of annotations such as predicted covalent binders, phosphorylation sites, effects of mutations on the protein structure and energetic local …",2022,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:8xutWZnSdmoC,Thioredoxin is a metabolic rheostat controlling regulatory B cells,"Metabolic programming is important for B cell fate, but the bioenergetic requirement for regulatory B (Breg) cell differentiation and function is unknown. Here we show that Breg cell differentiation, unlike non-Breg cells, relies on mitochondrial electron transport and homeostatic levels of reactive oxygen species (ROS). Single-cell RNA sequencing analysis revealed that TXN, encoding the metabolic redox protein thioredoxin (Trx), is highly expressed by Breg cells, unlike Trx inhibitor TXNIP which was downregulated. Pharmacological inhibition or gene silencing of TXN resulted in mitochondrial membrane depolarization and increased ROS levels, selectively suppressing Breg cell differentiation and function while favoring pro-inflammatory B cell differentiation. Patients with systemic lupus erythematosus (SLE), characterized by Breg cell deficiencies, present with B cell mitochondrial membrane depolarization, elevated …",2024,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:bKqednn6t2AC,"B cell profiles, antibody repertoire and reactivity reveal dysregulated responses with autoimmune features in melanoma","B cells are known to contribute to the anti-tumor immune response, especially in immunogenic tumors such as melanoma, yet humoral immunity has not been characterized in these cancers to detail. Here we show comprehensive phenotyping in samples of circulating and tumor-resident B cells as well as serum antibodies in melanoma patients. Memory B cells are enriched in tumors compared to blood in paired samples and feature distinct antibody repertoires, linked to specific isotypes. Tumor-associated B cells undergo clonal expansion, class switch recombination, somatic hypermutation and receptor revision. Compared with blood, tumor-associated B cells produce antibodies with proportionally higher levels of unproductive sequences and distinct complementarity determining region 3 properties. The observed features are signs of affinity maturation and polyreactivity and suggest an active and aberrant …",2023,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
s19,Franca Fraternali,HpAXYnsAAAAJ:2VqYfGB8ITEC,Profiling the site of protein CoAlation and coenzyme A stabilization interactions,"Coenzyme A (CoA) is a key cellular metabolite known for its diverse functions in metabolism and regulation of gene expression. CoA was recently shown to play an important antioxidant role under various cellular stress conditions by forming a disulfide bond with proteins, termed CoAlation. Using anti-CoA antibodies and liquid chromatography tandem mass spectrometry (LC-MS/MS) methodologies, CoAlated proteins were identified from various organisms/tissues/cell-lines under stress conditions. In this study, we integrated currently known CoAlated proteins into mammalian and bacterial datasets (CoAlomes), resulting in a total of 2093 CoAlated proteins (2862 CoAlation sites). Functional classification of these proteins showed that CoAlation is widespread among proteins involved in cellular metabolism, stress response and protein synthesis. Using 35 published CoAlated protein structures, we studied the stabilization interactions of each CoA segment (adenosine diphosphate (ADP) moiety and pantetheine tail) within the microenvironment of the modified cysteines. Alternating polar-non-polar residues, positively charged residues and hydrophobic interactions mainly stabilize the pantetheine tail, phosphate groups and the ADP moiety, respectively. A flexible nature of CoA is observed in examined structures, allowing it to adapt its conformation through interactions with residues surrounding the CoAlation site. Based on these findings, we propose three modes of CoA binding to proteins. Overall, this study summarizes currently available knowledge on CoAlated proteins, their functional distribution and CoA–protein stabilization interactions.",2022,https://scholar.google.com/citations?user=HpAXYnsAAAAJ&hl=en&oi=ao,scholar_url
